# time, state0, state1, state2, state3, state4, control0, control1, 
0.000000000000000000e+00,1.000000000000000000e+00,-7.669715171723794382e-04,9.999724486262706602e-01,2.500000000000000000e+03,0.000000000000000000e+00,-4.774000552165884415e+01,3.270568841132296711e+01
8.676412897979268735e-03,9.999926997396689776e-01,-9.106370831044533886e-04,1.000145040806584618e+00,2.499163369643193619e+03,8.676917956621958000e-03,-3.845710345258133600e+01,5.341192253881789043e+01
2.907090986746840855e-02,9.999710741390177571e-01,-1.208004324724396179e-03,1.000533788064556839e+00,2.497347294881390098e+03,2.907889328471968682e-02,-3.777281335056452605e+01,3.717885311599463449e+01
6.108219892088762037e-02,9.999258205956921275e-01,-1.600173782023470810e-03,1.001046551530242912e+00,2.494937033317577971e+03,6.111714266816211522e-02,-3.150622258654445318e+01,3.591810096897618365e+01
1.046508825232015383e-01,9.998466076279266534e-01,-2.026409298020120583e-03,1.001630656783516704e+00,2.492148304869639560e+03,1.047497098252997139e-01,-3.015575761881863670e+01,2.343670997145027357e+01
1.596990584701698523e-01,9.997234849958805958e-01,-2.408039841929627417e-03,1.002341597618646718e+00,2.489009919112671469e+03,1.599182616784917133e-01,-2.327325046813475851e+01,3.002000177516099200e+01
2.261287279102868197e-01,9.995539697217146191e-01,-2.687411747386337507e-03,1.003234594212349728e+00,2.485425369776077332e+03,2.265577599447558543e-01,-2.474106544383507611e+01,2.455912638977582318e+01
3.038217348238978488e-01,9.993354788534289934e-01,-2.900121204180711697e-03,1.004430543053250080e+00,2.480757821534869436e+03,3.045887180755383339e-01,-2.336357859472684950e+01,3.899214735324876102e+01
3.926399234282609285e-01,9.990762265726635949e-01,-2.915071319886741209e-03,1.006126400009234256e+00,2.474486807377782497e+03,3.939463723196058864e-01,-2.684006213310351185e+01,3.997151782463310354e+01
4.924253680902745955e-01,9.987930827595369321e-01,-2.691043001870464888e-03,1.008416866341804941e+00,2.465923471897891886e+03,4.945573466181620859e-01,-2.742348455144713526e+01,6.232085039569507501e+01
6.030006484426717606e-01,9.985349862376677876e-01,-1.877413467908906151e-03,1.011738628948215091e+00,2.453666838603443921e+03,6.063949530979082514e-01,-2.948438868081017006e+01,6.910438416299786013e+01
7.241691624890025381e-01,9.984035098927767082e-01,-8.702891582146755206e-05,1.015504010709525673e+00,2.439383410779993483e+03,7.294008099535419509e-01,-2.312785522737992139e+01,8.078227876687260789e+01
8.557154750825803902e-01,9.986004112942867827e-01,3.310342763187827143e-03,1.019839869637485741e+00,2.422313657892663286e+03,8.634810185165401331e-01,-1.922787251519093132e+01,8.206537620722927784e+01
9.974057004300354023e-01,9.994149547282397128e-01,8.469538476648205694e-03,1.023759379635859501e+00,2.404694357851989025e+03,1.008420647959555883e+00,-1.158814197221236952e+01,8.352429977594306365e+01
1.148987917649600732e+00,1.001239766356470495e+00,1.589924781712983085e-02,1.027304425257935971e+00,2.385093888042517847e+03,1.163849193955649231e+00,-5.398019624151737972e+00,8.415270992667272765e+01
1.310192618519398167e+00,1.004548299521362598e+00,2.541935350089578535e-02,1.029521190174225831e+00,2.365036833600551290e+03,1.329197925014597770e+00,6.843622180555635204e-01,8.432748753327190627e+01
1.480733186560797776e+00,1.009878066196449486e+00,3.737782555928640532e-02,1.030289171261534076e+00,2.342917777647379353e+03,1.503637637264852556e+00,9.368215926446076480e+00,8.380414620309423412e+01
1.660306406575788429e+00,1.017821930444328560e+00,5.126463383461814932e-02,1.028482335924323809e+00,2.320775144556730538e+03,1.686038737615928929e+00,1.501843141195710452e+01,8.275336945836208713e+01
1.848593003717100558e+00,1.028946784309179296e+00,6.709133879084601404e-02,1.024115969212807231e+00,2.296327443624570151e+03,1.874957972775256998e+00,2.538449253460507293e+01,7.531344833935980887e+01
2.045258211124273195e+00,1.043744653584200766e+00,8.294687741393567959e-02,1.013920224647620660e+00,2.280228700972580100e+03,2.068502046560330321e+00,1.282567685587904549e+01,2.679362136457133658e+01
2.249952365111629327e+00,1.062116599418995389e+00,9.597425189661892841e-02,9.979166247346087371e-01,2.274057757354021760e+03,2.264153347583421461e+00,9.582567143542343402e+00,1.386295920241460777e+01
2.462311526847142495e+00,1.083601409323082798e+00,1.055970204009428481e-01,9.790260574713730568e-01,2.270304961425017609e+03,2.459889809687932249e+00,1.731130382577132032e+00,3.348151792874727306e+00
2.681958129415167758e+00,1.107415527826079993e+00,1.105099720765301968e-01,9.580137961671050251e-01,2.271047639734608765e+03,2.654107660318854922e+00,1.299810596792008610e+00,7.197443447232878544e-01
2.908501649111520759e+00,1.132730002868906904e+00,1.126020309071353309e-01,9.365561104423306693e-01,2.267580297452899686e+03,2.845728032645570504e+00,1.888428964402286070e+01,-4.315812281676155493e+00
3.141539299776681116e+00,1.158851199913888408e+00,1.105626011543276027e-01,9.149757757572891670e-01,2.263224516096388015e+03,3.033992226625463751e+00,4.728007772222532767e-01,-6.638441435230318932e-02
3.380656748932184374e+00,1.184475951541406058e+00,1.032331470369581006e-01,8.955433478560785865e-01,2.265322235227265537e+03,3.218694847595521935e+00,-4.197944751601490054e-02,3.476779420709709134e-01
3.625428854446653304e+00,1.208609655643845260e+00,9.359802255860412423e-02,8.767888412686157817e-01,2.261593043453419796e+03,3.399936116111757833e+00,8.675612499285575652e+00,-1.156669219161879703e+01
3.875420420421477274e+00,1.230480494718300122e+00,8.096171968128565433e-02,8.600032230130165711e-01,2.256540865904310976e+03,3.577881385443446138e+00,1.143205441734299832e+01,-1.894695271623756483e+01
4.130186970952095749e+00,1.249317461330914814e+00,6.673919787670347381e-02,8.415697800412289542e-01,2.235946907576626927e+03,3.752729335793957954e+00,3.280002731516498216e+01,-7.768454277748111281e+01
4.389275540389045105e+00,1.264422417760037387e+00,4.893955971796741522e-02,8.217516091596244188e-01,2.200976373622721439e+03,3.924067814825104250e+00,2.535759230727178704e+01,-8.042848347407260690e+01
4.652225478693661209e+00,1.274288861197815814e+00,2.528837937510898526e-02,8.059219713079665004e-01,2.168752645281821515e+03,4.092523996506030493e+00,1.607429791480596393e+01,-8.279087094357024057e+01
4.918569270456488951e+00,1.277328484736523606e+00,-3.200341252143155523e-03,7.934516741466416390e-01,2.134155208612786282e+03,4.259312077542407593e+00,1.013037219334833594e+01,-8.372305256203365786e+01
5.187833366122176493e+00,1.272097599760164899e+00,-3.632285884529804637e-02,7.861971393246166562e-01,2.100594580349147691e+03,4.425957611640928491e+00,3.664484060945839339e+00,-8.425618477045674126e+01
5.459539023942943103e+00,1.257240390745224978e+00,-7.368971016264019847e-02,7.842498674964659688e-01,2.065609615113826749e+03,4.594438133741092223e+00,-2.444099679167624384e+00,-8.429741228513549345e+01
5.733203161163630490e+00,1.231496889781283466e+00,-1.150147675885993814e-01,7.894209480118814515e-01,2.031305240016521111e+03,4.767218208150126202e+00,-7.768679813610390283e+00,-8.397755568918111635e+01
6.008339212924968642e+00,1.193742102084384360e+00,-1.600125295017331695e-01,8.026527242199940071e-01,1.996018145515012066e+03,4.947530465142762957e+00,-1.536141035414265588e+01,-8.292440247643392581e+01
6.284457997357905334e+00,1.142964242056132340e+00,-2.081763091393697418e-01,8.266710449196316146e-01,1.961269297841526395e+03,5.139693057820172051e+00,-2.128036055461643983e+01,-8.160276584747724371e+01
6.561068585330927405e+00,1.078470982619378127e+00,-2.583465170299298341e-01,8.646717474321578001e-01,1.927055142400071418e+03,5.349826639827801600e+00,-3.081654066785266011e+01,-6.872819101789697527e+01
6.837679173303949476e+00,1.000212385543228999e+00,-3.062908837840687126e-01,9.246292606394973523e-01,1.902658722216950309e+03,5.587299203266187675e+00,-2.148369209171856653e+01,-3.193595437510787960e+01
7.113797957736886168e+00,9.105093012611465975e-01,-3.398814610147101734e-01,1.013421690029298050e+00,1.895522250634146531e+03,5.866797874192712925e+00,-2.264172844310772537e-01,-9.831697865950370652e-01
7.388934009498224320e+00,8.155809690375451781e-01,-3.435616089677228091e-01,1.131634743961266398e+00,1.897187510716629276e+03,6.208641249993003264e+00,-2.615462572707349942e-01,-4.031386362755016717e-01
7.662598146718911707e+00,7.268722157762291802e-01,-2.929843748665604264e-01,1.269500050131869173e+00,1.897035187231605732e+03,6.635907566786552358e+00,-4.978259709799741084e-01,4.599224841078504711e-01
7.934303804539678318e+00,6.632719659302306336e-01,-1.603595416316086764e-01,1.391485264702624791e+00,1.898011379894270476e+03,7.160561315417178108e+00,-3.381174123337815640e-02,-3.519658767997485005e-01
8.203567900205365859e+00,6.459714774193426878e-01,3.722493691006580063e-02,1.428515982265019968e+00,1.898072934786486030e+03,7.748528650656924199e+00,9.029484827638184496e-02,8.707175673333927834e-02
8.469911691968194489e+00,6.810897711313522729e-01,2.163664528628095052e-01,1.355059422320219253e+00,1.899210573338955101e+03,8.314025782289927946e+00,2.316662362928817165e-01,4.252892262917299382e-01
8.732861630272809705e+00,7.529727615011392317e-01,3.166956960166645296e-01,1.225588144025308912e+00,1.899739886890566140e+03,8.790098868604310667e+00,4.319067355044569068e-01,6.018422669528317170e-03
8.991950199709759062e+00,8.401152076394872159e-01,3.468745134900408367e-01,1.098562454307419056e+00,1.900547163579389689e+03,9.168705938156012536e+00,4.453438683688394906e-01,-2.473789408566910708e-01
9.246716750240377536e+00,9.276804246457979186e-01,3.356865583650850415e-01,9.947289706163779943e-01,1.900762312330527038e+03,9.470192880171421024e+00,4.850363630896838973e-01,-3.766303548058106965e-01
9.496708316215201506e+00,1.007925746994853267e+00,3.039190766543062305e-01,9.155530096358197589e-01,1.901435865949177696e+03,9.716586662153732235e+00,4.532794948386966588e-02,-9.107195191478800744e-01
9.741480421729670880e+00,1.077410360750509444e+00,2.626942791944027467e-01,8.563181315605269406e-01,1.901294032958121079e+03,9.924215167014221350e+00,1.364511642528455360e-01,-6.263713923279736751e-01
9.980597870885173251e+00,1.134901939807618554e+00,2.176166639022756311e-01,8.128486994580020886e-01,1.901873826786706104e+03,1.010434696280082889e+01,-1.071778160583963579e+00,-2.572448064388132671e+00
1.021363552155033361e+01,1.180259878850033806e+00,1.714515695677813201e-01,7.813050856404780697e-01,1.901528528697069078e+03,1.026454807035808692e+01,7.591767578732129262e-01,-5.509364179901325986e-01
1.044017904124668661e+01,1.213937563027128519e+00,1.257370662184661148e-01,7.590407361291922061e-01,1.899798340864939519e+03,1.041012488964047300e+01,4.404389802281356570e-01,-1.635611292030766251e+01
1.065982564381471320e+01,1.236603255259292045e+00,8.049136584305133235e-02,7.419112257340887417e-01,1.890636927677673384e+03,1.054449911457893485e+01,1.645526479475212467e+00,-3.195841731525266027e+01
1.087218480555022637e+01,1.248980717697942611e+00,3.592831042232801086e-02,7.311451610824463154e-01,1.880852356670050312e+03,1.067020204361206304e+01,1.263002981924730372e+00,-3.703822552970552806e+01
1.107687895953758073e+01,1.251833108649004433e+00,-8.346489538799104629e-03,7.230084261849647476e-01,1.862656733380679952e+03,1.078914561308134523e+01,-4.126783850626088990e-01,-7.897971851417206324e+01
1.127354416694475425e+01,1.245855844236812837e+00,-5.280942215259456368e-02,7.178725069499757305e-01,1.838726190819034400e+03,1.090246728121146624e+01,-2.670162450077905980e+00,-7.766717325302077768e+01
1.146183076408606638e+01,1.231723389769636912e+00,-9.769391251391762454e-02,7.181298132896761777e-01,1.816895128185003614e+03,1.101147151824031134e+01,-6.942723526509044341e+00,-7.609442288601391624e+01
1.164140398410105703e+01,1.210192993157942709e+00,-1.423634867225310463e-01,7.240994988678086663e-01,1.798439387221099423e+03,1.111739415320117352e+01,-6.564961571070356605e+00,-5.820887507426390073e+01
1.181194455214245664e+01,1.182186744624002861e+00,-1.863400864471293494e-01,7.360161654600011483e-01,1.784379815837196020e+03,1.122136088396762865e+01,-8.778474200022685636e+00,-5.066657423746995903e+01
1.197314925301225408e+01,1.148722578145640494e+00,-2.288896380736240577e-01,7.541536805130087950e-01,1.775506337527285496e+03,1.132428403040497322e+01,-2.884808260550071779e+00,-1.598022355627016466e+01
1.212473147023181852e+01,1.110993788002215821e+00,-2.688960971045995518e-01,7.794010510188551510e-01,1.774640425125107413e+03,1.142704652273557642e+01,-7.817293375827225610e-01,-2.695709163102374961e-01
1.226642169557927531e+01,1.070245747921197532e+00,-3.062496155761778582e-01,8.089205403307290210e-01,1.774279172574428003e+03,1.153014114046401062e+01,-1.782801525812181653e+00,-1.239668847528579310e+00
1.239796800817285316e+01,1.027702401848040958e+00,-3.404283356099184199e-01,8.424433577010828067e-01,1.774369458815863027e+03,1.163360898304894775e+01,-5.261958145228051720e-02,-1.464784895105269991e-02
1.251913652221918305e+01,9.845924866903565942e-01,-3.709524071856907246e-01,8.791933404563744281e-01,1.774200370388515694e+03,1.173721538081243665e+01,-6.111798023905534727e-01,-2.232423964340847444e+00
1.262971180257158110e+01,9.420926867245755787e-01,-3.974604073431279305e-01,9.188045989790957213e-01,1.774260718562727561e+03,1.184035032961240574e+01,-6.107528535766656441e-01,-3.371190508855820833e-01
1.272949724723359388e+01,9.013176836822205384e-01,-4.193983741412013466e-01,9.603040264973464746e-01,1.774107539326585993e+03,1.194202953513148913e+01,9.978589251690891393e-01,-1.348823444412039940e+00
1.281831543583795607e+01,8.632855087890369816e-01,-4.365740617988008720e-01,1.002575967623906328e+00,1.774164118723701449e+03,1.204079788376714966e+01,-7.435827304789017766e-01,-4.771982656715930693e-01
1.289600844275156888e+01,8.288637911972734917e-01,-4.490412084581847374e-01,1.044163875601201941e+00,1.774105993569550492e+03,1.213475463202949101e+01,-9.600771391807532140e-01,-1.454879240458212930e+00
1.296243811219168407e+01,7.987533852084456321e-01,-4.570183911964599832e-01,1.083474742117221945e+00,1.774002828698062558e+03,1.222158215493544731e+01,-1.846176647700754625e-01,-1.170500676189390354e+00
1.301748628813865238e+01,7.734682613667657192e-01,-4.612320353289240393e-01,1.118871575856544620e+00,1.773940725216176133e+03,1.229868931840892721e+01,-1.176692055747360799e+00,-8.503878174565138170e-02
1.306105497174096719e+01,7.533350096608352198e-01,-4.626640067406241341e-01,1.148766452720606734e+00,1.773883305518654424e+03,1.236339732223344079e+01,-8.441708086891803742e-01,-1.108729569742867849e+00
1.309306626079438729e+01,7.385250604354777204e-01,-4.624362382437178232e-01,1.171782828562650147e+00,1.773842056088200025e+03,1.241319025003050314e+01,9.428167112465862809e-02,-6.402560333823648087e-02
1.311346075776387465e+01,7.291010216178868131e-01,-4.616524009442595222e-01,1.186938407436326059e+00,1.773855866584957539e+03,1.244596760520220435e+01,-1.968709504930394594e-01,4.785626812896426885e-01
1.312213717066185481e+01,7.250975800000000193e-01,-4.611671195113093980e-01,1.193484622136844475e+00,1.773823081724010308e+03,1.246017035916788274e+01,-3.415374129743718346e+00,-4.329650687210649274e+00
